"data","Somalia","jowhar","hargeysa","buuhoodle","burco","sheikh","caynabo","laas_caanood","owdweyne","ceel_afweyn","xudun","ceerigaabo","laasqoray","bossaso","xamar_weyne","qardho","garowe","burtinle","gaalkacyo","galdogob","hobyo","dhuusamarreeb","cabudwaaq","cadaado","belet_weyne","waaberi","boondheere","marka","afgooye","hodan","wanla_weyn","baidoa","diinsoor","xudur","ceel_barde","waajid","garbahaarey","baardheere","ceel_waaq","doolow","belet_xaawo","luuq","kismayo","afmadow","lughaye","zeylac","dharkenley","daynile","hawl_wadaag","kahda","baki","borama","berbera","gebiley","cabdlcasiis","karaan","shibis","shangaani","wadajir","wardhiigleey","xamar_jabjab","yaaqshiid"
"Between 30minutes and one hour","3.56","7.58","0","0","0","0","0","0","6.25","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2.7","0","0","0","0","19.18","0","6.87","0","0","0","0","0","0","0","0","0","0","0.6","13.33","0","0","0","4.23","0","1.32","0","0","0","0","5.56","0","0","0","0","0","0","0"
"More than one hour","0.19","0","0","0","0","0","0","0","0","0","0","0","0","4.76","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.24","0","0","25","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"For any of the following groups, are there any impediments to accessing latrines?","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Women","50","42","55","12","85","20","50","24","71","29","0","0","90","62","60","8","100","100","53","0","33","100","100","100","41","50","50","0","51","55","0","44","0","0","25","100","50","0","0","0","0","23","40","80","0","0","63","57","19","57","100","14","50","50","67","0","75","100","53","73","100","83"
"Children","61","41","55","25","92","0","25","59","94","57","0","100","80","52","80","42","95","100","49","0","0","100","100","100","34","50","25","71","54","78","17","71","27","0","50","100","50","75","0","0","0","23","51","60","93","0","78","63","33","66","100","57","0","0","67","0","50","86","58","64","100","83"
"Elders (Persons age 60 and more)","76","59","85","100","92","0","50","71","94","100","33","100","70","83","100","50","100","100","76","100","100","100","100","100","46","42","50","71","63","81","33","75","100","0","100","33","50","100","100","50","14","54","81","100","93","33","78","82","62","78","100","86","75","50","78","0","50","71","53","82","100","100"
"Persons with difficulty seeing, hearing, or moving around","60","56","70","50","92","0","25","59","94","100","33","14","100","71","60","8","52","100","74","100","67","100","100","100","36","25","25","43","61","62","0","66","100","0","75","17","100","25","0","50","0","77","73","53","93","67","56","58","71","47","50","86","100","50","78","0","25","57","53","64","67","83"
"Minorities (persons not affiliated with the majority group / not affiliated with any clan / from another area as the majority of the other residents)","11","17","5","0","31","0","25","6","0","0","0","0","0","5","40","0","10","0","11","0","33","10","14","80","3","0","25","0","9","5","33","19","27","0","0","17","0","0","100","0","0","0","10","20","0","0","11","8","29","5","0","0","0","0","11","0","0","14","11","36","0","33"
"There are no impediments for any of the above groups","9","11","10","0","8","80","0","12","6","0","33","0","0","0","0","42","0","0","15","0","0","0","0","0","32","25","25","0","18","5","17","6","0","100","0","0","0","0","0","50","86","8","4","0","7","33","0","6","10","10","0","14","0","25","11","50","25","0","16","0","0","0"
"Do not know","4","26","5","0","0","0","0","0","0","0","0","0","0","0","0","42","0","0","0","0","0","0","0","0","32","33","0","14","4","3","17","0","0","11","0","0","0","0","0","0","0","8","4","0","0","0","0","2","0","3","0","0","0","0","0","50","0","0","5","0","0","0"
"Other","1","0","0","0","0","0","25","0","0","0","0","0","0","0","0","8","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","8","0","0","0","0","0","2","0","0","0","0","25","0","0","0","0","0","0","9","0","0"
"How long does it take for MOST residents of the site to walk to their nearest bathing facility? (TRAVEL ONE WAY)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Less than 15 minutes","63.55","93.33","100",NA,NA,NA,NA,NA,NA,NA,NA,NA,"100","33.33","50","100","28.57",NA,"100",NA,NA,NA,NA,"100","100","100",NA,"0","100","0","100","41.18","100",NA,NA,"0",NA,NA,NA,NA,NA,NA,"66.67","0",NA,NA,NA,"100",NA,NA,NA,"100",NA,"66.67",NA,NA,NA,NA,NA,"100",NA,NA
"Between 15 and 30 minutes","17.76","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","0","50","0","14.29",NA,"0",NA,NA,NA,NA,"0","0","0",NA,"0","0","100","0","35.29","0",NA,NA,"60",NA,NA,NA,NA,NA,NA,"0","54.55",NA,NA,NA,"0",NA,NA,NA,"0",NA,"33.33",NA,NA,NA,NA,NA,"0",NA,NA
"NC","17.76","6.67","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","66.67","0","0","57.14",NA,"0",NA,NA,NA,NA,"0","0","0",NA,"0","0","0","0","23.53","0",NA,NA,"40",NA,NA,NA,NA,NA,NA,"33.33","45.45",NA,NA,NA,"0",NA,NA,NA,"0",NA,"0",NA,NA,NA,NA,NA,"0",NA,NA
"Between 30minutes and one hour","0.93","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","0","0","0","0",NA,"0",NA,NA,NA,NA,"0","0","0",NA,"100","0","0","0","0","0",NA,NA,"0",NA,NA,NA,NA,NA,NA,"0","0",NA,NA,NA,"0",NA,NA,NA,"0",NA,"0",NA,NA,NA,NA,NA,"0",NA,NA
"What proportion of residents use latrines for bathing?","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"0 to 25%","33.96","5.56","100",NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","33.33","100","33.33","83.33",NA,"0",NA,NA,NA,NA,"25","0","0",NA,"0","100","100","100","25","100",NA,NA,"0",NA,NA,NA,NA,NA,NA,"0","11.11",NA,NA,NA,"28.57",NA,NA,NA,"50",NA,"33.33",NA,NA,NA,NA,NA,"100",NA,NA
"NC","31.13","22.22","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,"100","0","0","55.56","16.67",NA,"100",NA,NA,NA,NA,"50","0","0",NA,"0","0","0","0","62.5","0",NA,NA,"40",NA,NA,NA,NA,NA,NA,"33.33","11.11",NA,NA,NA,"28.57",NA,NA,NA,"50",NA,"66.67",NA,NA,NA,NA,NA,"0",NA,NA
"26 to 50%","25.47","44.44","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","66.67","0","11.11","0",NA,"0",NA,NA,NA,NA,"0","100","100",NA,"100","0","0","0","6.25","0",NA,NA,"60",NA,NA,NA,NA,NA,NA,"0","77.78",NA,NA,NA,"28.57",NA,NA,NA,"0",NA,"0",NA,NA,NA,NA,NA,"0",NA,NA
"51 to 75%","9.43","27.78","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","0","0","0","0",NA,"0",NA,NA,NA,NA,"25","0","0",NA,"0","0","0","0","6.25","0",NA,NA,"0",NA,NA,NA,NA,NA,NA,"66.67","0",NA,NA,NA,"14.29",NA,NA,NA,"0",NA,"0",NA,NA,NA,NA,NA,"0",NA,NA
"Do any households in the settlement have problems related to sanitation facilities (latrines/toilets)?","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"No problem","36","15","50",NA,NA,NA,NA,NA,NA,"0",NA,"0","50","0","0","92","50",NA,"0",NA,NA,NA,NA,"0","0","25","0","0","60","50","100","61","0",NA,NA,"0",NA,NA,NA,NA,NA,NA,"62","0",NA,"100","29","33","0","56",NA,"0",NA,"0",NA,NA,NA,NA,"0","0",NA,NA
"Lack of sanitation facilities (latrines/toilets) / facilities too crowded","31","4","0",NA,NA,NA,NA,NA,NA,"100",NA,"0","0","67","100","8","31",NA,"67",NA,NA,NA,NA,"100","33","50","100","0","0","0","0","24","67",NA,NA,"33",NA,NA,NA,NA,NA,NA,"25","100",NA,"0","29","33","0","22",NA,"50",NA,"25",NA,NA,NA,NA,"50","0",NA,NA
"Sanitation facilities (latrines/toilets) are not functioning or full","21","0","0",NA,NA,NA,NA,NA,NA,"0",NA,"0","50","67","100","0","12",NA,"33",NA,NA,NA,NA,"100","100","25","0","0","0","50","0","7","17",NA,NA,"50",NA,NA,NA,NA,NA,NA,"0","36",NA,"0","71","33","0","11",NA,"50",NA,"0",NA,NA,NA,NA,"0","0",NA,NA
"Sanitation facilities (latrines/toilets) are unclean/unhygienic","18","7","0",NA,NA,NA,NA,NA,NA,"0",NA,"0","0","56","100","0","6",NA,"67",NA,NA,NA,NA,"60","33","25","0","0","0","0","0","2","67",NA,NA,"33",NA,NA,NA,NA,NA,NA,"0","36",NA,"0","43","33","0","0",NA,"0",NA,"50",NA,NA,NA,NA,"0","0",NA,NA
"Sanitation facilities (latrines/toilets) are not private (no locks/door/walls/lighting etc.)","12","4","0",NA,NA,NA,NA,NA,NA,"0",NA,"0","0","56","50","0","0",NA,"0",NA,NA,NA,NA,"100","67","0","0","0","0","0","0","4","0",NA,NA,"33",NA,NA,NA,NA,NA,NA,"12","27",NA,"0","29","14","0","0",NA,"0",NA,"0",NA,NA,NA,NA,"0","0",NA,NA
"Sanitation facilities (latrines/toilets) are not segregated between men and women","14","4","25",NA,NA,NA,NA,NA,NA,"0",NA,"100","50","11","0","0","0",NA,"0",NA,NA,NA,NA,"100","0","25","100","0","0","50","0","4","83",NA,NA,"17",NA,NA,NA,NA,NA,NA,"0","27",NA,"0","14","14","0","11",NA,"50",NA,"50",NA,NA,NA,NA,"0","0",NA,NA
"Sanitation facilities (latrines/toilets) are too far","9","4","0",NA,NA,NA,NA,NA,NA,"0",NA,"0","50","56","50","0","0",NA,"0",NA,NA,NA,NA,"80","0","0","100","0","0","50","0","2","0",NA,NA,"0",NA,NA,NA,NA,NA,NA,"0","27",NA,"0","0","14","0","0",NA,"0",NA,"0",NA,NA,NA,NA,"0","0",NA,NA
"Sanitation facilities (latrines/toilets) are difficult to reach (especially for people with disabilities)","9","11","25",NA,NA,NA,NA,NA,NA,"0",NA,"100","0","11","0","0","0",NA,"0",NA,NA,NA,NA,"80","0","0","0","0","20","0","0","0","17",NA,NA,"33",NA,NA,NA,NA,NA,NA,"0","27",NA,"0","14","10","0","0",NA,"0",NA,"0",NA,NA,NA,NA,"50","0",NA,NA
"Going to the sanitation facilities (latrines/toilets) is dangerous","1","0","0",NA,NA,NA,NA,NA,NA,"0",NA,"0","0","0","0","0","6",NA,"0",NA,NA,NA,NA,"0","0","0","0","0","0","0","0","0","0",NA,NA,"0",NA,NA,NA,NA,NA,NA,"0","9",NA,"0","0","0","0","0",NA,"0",NA,"0",NA,NA,NA,NA,"0","0",NA,NA
"Some groups (children, women, elderly, ethnic minorities, etc.) do not have access to the waterpoints","2","0","0",NA,NA,NA,NA,NA,NA,"0",NA,"0","50","11","0","0","0",NA,"0",NA,NA,NA,NA,"40","0","0","0","0","0","0","0","2","0",NA,NA,"0",NA,NA,NA,NA,NA,NA,"0","0",NA,"0","0","0","0","0",NA,"0",NA,"0",NA,NA,NA,NA,"0","0",NA,NA
"Other","0","0","0",NA,NA,NA,NA,NA,NA,"0",NA,"0","0","0","0","0","0",NA,"0",NA,NA,NA,NA,"0","0","0","0","0","0","0","0","0","0",NA,NA,"0",NA,NA,NA,NA,NA,NA,"0","0",NA,"0","0","0","0","0",NA,"0",NA,"0",NA,NA,NA,NA,"0","0",NA,NA
"Do not know","12","67","0",NA,NA,NA,NA,NA,NA,"0",NA,"0","0","0","0","0","0",NA,"0",NA,NA,NA,NA,"0","0","0","0","100","40","0","0","0","0",NA,NA,"0",NA,NA,NA,NA,NA,NA,"12","0",NA,"0","0","10","100","11",NA,"0",NA,"0",NA,NA,NA,NA,"0","100",NA,NA
"Within or around this site, what types of health facilities are available?","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"First aid post","20","3","48","0","7","0","25","0","11","0","11","0","0","15","29","33","4","0","6","0","0","0","0","0","1","25","0","0","1","0","0","47","8","0","0","17","25","0","0","0","38","0","35","11","0","0","15","12","33","9","62","20","10","0","6","0","25","29","0","9","33","0"
"Pharmacy","58","52","8","25","33","25","62","22","50","75","11","44","20","75","57","42","41","0","9","40","33","0","0","0","77","83","75","86","46","64","67","47","58","0","100","17","0","0","100","100","62","31","65","28","58","60","96","76","81","78","38","20","10","50","33","0","25","71","58","82","33","100"
"District hospital","32","19","0","12","7","50","75","39","11","100","33","22","13","4","43","0","33","0","11","40","100","10","0","0","66","67","0","0","13","15","0","43","8","100","100","33","50","25","100","50","0","92","45","50","11","40","56","36","52","13","100","10","10","0","22","50","25","86","16","27","33","17"
"Mobile clinic","25","33","4","0","27","0","0","0","11","0","0","33","7","15","14","8","7","0","48","80","0","0","12","100","10","17","0","0","14","18","0","49","8","0","0","83","50","25","67","50","62","38","38","83","16","20","19","12","29","7","38","0","10","0","6","0","0","43","0","18","67","0"
"Private clinic","19","26","0","25","0","12","12","0","22","38","11","22","0","15","14","8","4","0","1","0","0","10","0","0","34","8","0","0","11","15","0","26","75","0","0","17","25","0","33","50","62","8","42","33","0","20","15","13","14","15","0","0","0","0","28","0","0","14","11","36","67","17"
"NGO clinic","20","6","12","19","20","0","12","6","28","25","0","11","0","8","57","33","4","0","15","40","0","0","0","20","10","0","0","0","10","1","0","34","75","78","0","17","0","50","0","50","25","8","31","0","16","20","22","19","43","10","0","0","0","0","17","50","0","14","42","36","100","83"
"Government run clinic","10","1","52","12","53","12","62","17","61","12","11","11","0","35","0","42","4","0","11","0","0","0","0","0","2","8","25","0","0","8","0","6","0","11","25","50","25","0","0","0","0","0","9","0","74","40","37","6","14","7","12","50","70","100","28","0","0","43","5","18","33","0"
"No access to any health facility","14","12","16","44","33","12","12","28","22","0","56","44","80","12","43","33","41","100","38","20","0","90","88","0","3","8","25","14","42","11","0","7","0","0","0","0","25","0","0","0","12","0","8","6","16","20","0","11","5","10","0","30","20","0","44","0","75","0","5","18","0","0"
"Do not know","5","17","20","0","0","0","0","0","6","0","0","0","0","2","0","25","15","0","10","0","0","20","0","0","3","0","0","0","27","9","33","1","0","0","0","0","0","0","0","0","0","0","1","6","0","0","0","7","0","5","0","0","0","0","11","50","0","0","0","0","0","0"
"Other","0","0","8","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Within or around this site, what types of health services are available?","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Basic primary healthcare","53","29","56","31","60","62","62","61","56","12","33","33","20","44","57","92","30","0","49","80","100","10","12","0","27","42","50","0","39","38","0","77","100","100","50","50","25","100","100","50","75","92","69","89","74","60","59","51","95","21","100","50","50","75","39","50","25","57","58","27","100","83"
"Vaccinations","48","61","56","50","87","100","88","94","50","100","78","89","53","42","86","92","59","0","55","60","100","40","0","100","10","83","75","86","35","62","67","50","83","11","100","83","75","25","67","50","12","92","54","72","74","80","67","45","81","26","100","50","40","0","61","50","75","71","37","64","67","83"
"Child healthcare","41","41","60","38","67","75","38","44","56","100","22","33","20","38","43","83","26","0","47","0","67","10","0","0","21","50","0","0","18","31","17","48","8","0","75","67","50","50","100","50","50","92","64","94","79","60","81","41","71","19","88","50","50","75","39","50","0","71","37","27","67","83"
"Maternal healthcare","34","19","48","31","73","62","75","44","56","100","33","22","7","60","43","83","11","0","40","0","67","10","0","0","18","50","0","0","10","27","17","38","8","100","100","33","25","0","100","50","0","62","56","61","68","40","67","25","52","19","100","50","50","0","28","0","0","29","47","27","33","83"
"Nutrition counselling / services","29","22","20","31","87","38","50","33","50","25","11","33","0","42","57","75","15","0","44","80","33","0","12","80","16","33","0","0","5","23","17","34","33","100","25","17","50","50","67","100","62","62","41","67","53","60","37","23","48","16","88","50","10","0","22","0","25","43","37","18","67","83"
"HIV Counselling and testing","5","3","0","0","60","12","12","0","0","0","0","0","0","2","0","17","0","0","32","0","0","0","0","0","2","0","0","0","5","1","0","5","0","0","0","0","0","25","0","50","0","0","4","0","16","0","0","3","0","2","12","10","10","0","11","0","0","14","0","18","0","0"
"Mental health services","5","14","0","6","27","12","12","0","0","0","0","11","0","0","0","8","0","0","5","0","0","0","0","0","5","0","0","0","0","1","0","6","0","0","0","17","0","0","0","0","0","0","3","28","21","0","4","5","0","4","0","0","10","0","22","0","0","0","5","9","0","0"
"None","24","14","20","44","7","0","12","6","22","0","11","11","47","21","14","8","30","100","41","20","0","60","75","0","46","8","25","14","51","15","33","9","0","0","0","0","25","0","0","0","12","0","14","6","16","20","0","26","0","50","0","40","30","0","39","50","25","0","16","9","0","17"
"Do not know","4","23","4","0","0","0","0","0","6","0","0","0","0","6","0","0","0","0","0","0","0","0","0","0","2","0","0","14","10","1","0","1","0","0","0","0","0","0","0","0","0","0","2","6","0","0","0","4","0","9","0","0","0","0","0","0","0","0","0","0","0","0"
"Other","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Sickness/illness/disease","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"A few (1-25%)","48.95","43.48","76","43.75","46.67","50","75","72.22","66.67","37.5","33.33","77.78","60","33.33","85.71","16.67","37.04","50","48.86","0","100","90","25","20","56.52","41.67","25","42.86","59.49","47.3","66.67","48.39","8.33","0","75","66.67","0","75","0","50","50","23.08","54.14","66.67","73.68","20","37.04","51.26","14.29","47.4","50","50","60","25","61.11","50","25","42.86","31.58","36.36","0","0"
"NC","19.86","14.49","4","25","26.67","25","12.5","16.67","5.56","50","11.11","11.11","33.33","29.17","0","8.33","29.63","50","19.32","20","0","10","12.5","20","18.48","16.67","25","0","24.05","17.57","33.33","24.45","41.67","0","25","16.67","50","0","66.67","0","50","46.15","15.47","16.67","21.05","40","22.22","16.32","28.57","15.03","25","20","30","50","0","0","75","0","31.58","36.36","33.33","50"
"Some (26-50%)","15.14","21.74","0","6.25","6.67","0","0","11.11","5.56","0","22.22","0","6.67","33.33","14.29","66.67","0","0","23.86","40","0","0","50","60","17.39","0","25","0","10.13","13.51","0","9.68","16.67","100","0","16.67","25","0","0","50","0","0","14.36","16.67","5.26","0","14.81","16.09","23.81","18.5","25","30","10","0","38.89","0","0","0","36.84","9.09","0","50"
"None","12.99","18.84","20","25","20","25","12.5","0","22.22","12.5","22.22","0","0","4.17","0","8.33","33.33","0","3.41","0","0","0","0","0","5.43","33.33","25","57.14","1.27","16.22","0","16.64","0","0","0","0","0","25","33.33","0","0","30.77","16.02","0","0","40","25.93","10.34","33.33","13.87","0","0","0","25","0","0","0","57.14","0","9.09","66.67","0"
"Many (51-75%)","2.74","0","0","0","0","0","0","0","0","0","11.11","0","0","0","0","0","0","0","4.55","20","0","0","12.5","0","2.17","8.33","0","0","2.53","5.41","0","0.68","33.33","0","0","0","25","0","0","0","0","0","0","0","0","0","0","5.52","0","5.2","0","0","0","0","0","50","0","0","0","9.09","0","0"
"All or almost all (76-100%)","0.32","1.45","0","0","0","0","0","0","0","0","0","11.11","0","0","0","0","0","0","0","20","0","0","0","0","0","0","0","0","2.53","0","0","0.17","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.46","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Injuries/wounds","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"None","39.05","10.14","48","100","26.67","12.5","75","72.22","77.78","100","88.89","22.22","0","33.33","0","33.33","48.15","25","55.68","80","66.67","10","50","0","21.74","33.33","25","71.43","58.23","40.54","33.33","47.45","0","0","0","0","0","100","66.67","50","0","69.23","29.67","0","73.68","80","44.44","42.3","52.38","21.97","12.5","70","60","50","38.89","0","50","42.86","31.58","36.36","66.67","0"
"A few (1-25%)","38.86","72.46","28","0","33.33","37.5","0","16.67","0","0","0","11.11","86.67","33.33","85.71","25","33.33","50","26.14","0","0","80","50","100","55.43","50","50","28.57","27.85","40.54","50","31.97","16.67","88.89","25","16.67","25","0","0","50","100","0","45.05","44.44","5.26","20","14.81","37.7","19.05","55.49","75","10","20","25","33.33","100","25","28.57","36.84","36.36","33.33","83.33"
"NC","17.68","13.04","24","0","40","50","25","11.11","22.22","0","11.11","66.67","13.33","31.25","14.29","25","14.81","25","18.18","20","33.33","10","0","0","17.39","16.67","25","0","13.92","13.51","16.67","19.56","33.33","11.11","25","16.67","75","0","33.33","0","0","30.77","17.58","11.11","21.05","0","25.93","15.4","14.29","17.63","12.5","10","20","25","0","0","25","14.29","15.79","27.27","0","0"
"Some (26-50%)","4.05","2.9","0","0","0","0","0","0","0","0","0","0","0","2.08","0","16.67","0","0","0","0","0","0","0","0","4.35","0","0","0","0","5.41","0","1.02","41.67","0","50","66.67","0","0","0","0","0","0","7.69","44.44","0","0","14.81","4.14","14.29","4.05","0","10","0","0","27.78","0","0","14.29","15.79","0","0","16.67"
"Many (51-75%)","0.24","1.45","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3.7","0","0","0","0","0","0","0","1.09","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.23","0","0.58","0","0","0","0","0","0","0","0","0","0","0","0"
"All or almost all (76-100%)","0.12","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","8.33","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.23","0","0.29","0","0","0","0","0","0","0","0","0","0","0","0"
"Disabilities","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"A few (1-25%)","58.43","66.67","72","93.75","46.67","75","100","88.89","77.78","50","44.44","77.78","86.67","41.67","71.43","33.33","40.74","100","69.32","100","66.67","90","75","40","53.26","33.33","50","28.57","55.7","56.76","83.33","40.51","33.33","11.11","50","50","100","75","0","100","87.5","46.15","69.78","55.56","100","80","29.63","68.74","52.38","65.32","75","70","90","0","55.56","100","25","42.86","52.63","63.64","0","100"
"None","20.05","13.04","4","0","13.33","0","0","0","0","0","33.33","11.11","0","20.83","0","41.67","44.44","0","20.45","0","0","0","0","0","14.13","33.33","25","71.43","26.58","25.68","0","35.73","0","77.78","0","0","0","25","66.67","0","0","30.77","10.44","0","0","0","25.93","12.64","19.05","17.63","0","0","0","50","16.67","0","0","28.57","15.79","0","33.33","0"
"NC","17.1","13.04","16","6.25","33.33","25","0","11.11","22.22","50","22.22","11.11","13.33","33.33","0","25","14.81","0","9.09","0","33.33","10","25","60","25","25","25","0","16.46","16.22","16.67","21.54","8.33","11.11","50","33.33","0","0","33.33","0","12.5","23.08","15.38","16.67","0","20","29.63","13.56","19.05","12.72","25","10","10","50","5.56","0","50","14.29","26.32","27.27","33.33","0"
"Some (26-50%)","3.82","7.25","8","0","0","0","0","0","0","0","0","0","0","4.17","28.57","0","0","0","0","0","0","0","0","0","7.61","8.33","0","0","1.27","1.35","0","1.88","50","0","0","16.67","0","0","0","0","0","0","4.4","16.67","0","0","14.81","3.91","9.52","4.05","0","10","0","0","22.22","0","25","14.29","0","9.09","33.33","0"
"Many (51-75%)","0.48","0","0","0","6.67","0","0","0","0","0","0","0","0","0","0","0","0","0","1.14","0","0","0","0","0","0","0","0","0","0","0","0","0.17","8.33","0","0","0","0","0","0","0","0","0","0","11.11","0","0","0","0.69","0","0.29","0","10","0","0","0","0","0","0","5.26","0","0","0"
"All or almost all (76-100%)","0.12","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.17","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.46","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Mental health issues","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"A few (1-25%)","43.7","57.97","72","87.5","66.67","87.5","100","77.78","88.89","75","44.44","44.44","73.33","35.42","85.71","33.33","37.04","25","62.5","80","0","70","100","100","55.43","16.67","75","14.29","39.24","50","50","16.18","33.33","0","50","33.33","75","75","0","100","87.5","46.15","40.66","76.47","94.74","80","29.63","48.97","42.86","53.47","87.5","20","90","0","55.56","0","0","57.14","47.37","63.64","33.33","83.33"
"None","38.69","23.19","4","0","13.33","0","0","5.56","5.56","25","33.33","11.11","6.67","43.75","14.29","25","48.15","25","34.09","0","66.67","0","0","0","25","58.33","25","85.71","46.84","35.14","33.33","67.63","0","88.89","50","16.67","25","25","66.67","0","12.5","30.77","42.31","0","0","20","51.85","29.2","38.1","30.35","0","30","10","50","16.67","50","100","42.86","26.32","0","33.33","0"
"NC","15.07","13.04","16","12.5","20","12.5","0","16.67","5.56","0","22.22","44.44","20","18.75","0","25","7.41","50","3.41","20","33.33","30","0","0","15.22","16.67","0","0","13.92","12.16","16.67","15.16","33.33","11.11","0","16.67","0","0","33.33","0","0","23.08","13.74","23.53","5.26","0","18.52","19.08","14.29","13.87","12.5","40","0","50","5.56","50","0","0","21.05","27.27","33.33","16.67"
"Some (26-50%)","2.23","4.35","8","0","0","0","0","0","0","0","0","0","0","2.08","0","16.67","3.7","0","0","0","0","0","0","0","4.35","8.33","0","0","0","2.7","0","1.02","33.33","0","0","33.33","0","0","0","0","0","0","3.3","0","0","0","0","1.84","4.76","2.02","0","0","0","0","22.22","0","0","0","5.26","9.09","0","0"
"Many (51-75%)","0.28","1.45","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3.7","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.69","0","0.29","0","10","0","0","0","0","0","0","0","0","0","0"
"All or almost all (76-100%)","0.04","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.23","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"What proportion of MEN living in the site are UNABLE to get adequate healthcare, for example treatment or medicines?","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"A few (1-25%)","41.72","34.78","64","62.5","6.67","50","12.5","16.67","33.33","50","22.22","55.56","26.67","20.83","71.43","16.67","55.56","75","14.77","40","66.67","0","25","0","66.3","41.67","25","14.29","44.3","27.03","83.33","50.08","8.33","0","100","66.67","25","75","66.67","50","75","7.69","47.8","33.33","68.42","20","44.44","36.41","42.86","41.04","25","20","40","50","16.67","50","0","85.71","57.89","27.27","66.67","100"
"NC","21.85","18.84","24","25","26.67","25","37.5","16.67","22.22","25","11.11","11.11","40","41.67","28.57","33.33","18.52","25","30.68","20","33.33","40","25","20","14.13","25","25","0","25.32","27.03","16.67","23.6","33.33","0","0","16.67","0","0","33.33","0","12.5","69.23","14.84","27.78","26.32","20","11.11","22.35","4.76","17.92","25","0","50","25","16.67","0","25","14.29","10.53","36.36","0","0"
